year_group,sow_set,id,term,week,dates,cycle,unit,unitName,lessonNo,lessonName,type,obj,alert
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_019,Michaelmas,M4B,14-18 Sep 2026,B,4,"P2.1 Algebraic Methods & P2.2 Coordinate Geometry in the (x,y) Plane",1/6,P2.1.1 Algebraic Fractions + P2.1.2 Dividing Polynomials,core,Simplify and manipulate algebraic fractions. Apply to solve equations involving rational expressions.; Perform polynomial division using long and synthetic methods. Verify results through substitution.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_020,Michaelmas,M4B,14-18 Sep 2026,B,4,"P2.1 Algebraic Methods & P2.2 Coordinate Geometry in the (x,y) Plane",2/6,P2.1.3 The Factor Theorem + P2.1.4 The Remainder Theorem,core,Simplify and manipulate algebraic fractions. Apply to solve equations involving rational expressions.; Perform polynomial division using long and synthetic methods. Verify results through substitution.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_021,Michaelmas,M4B,14-18 Sep 2026,B,4,"P2.1 Algebraic Methods & P2.2 Coordinate Geometry in the (x,y) Plane",3/6,P2.1.5 Mathematical Proof + P2.1.6 Methods of Proof + P2.2.1 Midpoints and Perpendicular Bisectors,core,Simplify and manipulate algebraic fractions. Apply to solve equations involving rational expressions.; Perform polynomial division using long and synthetic methods. Verify results through substitution.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_022,Michaelmas,M4B,14-18 Sep 2026,B,4,"P2.1 Algebraic Methods & P2.2 Coordinate Geometry in the (x,y) Plane",4/6,P2.2.2 Equation of a Circle + P2.2.3 Intersections of Straight Lines and Circles,core,Simplify and manipulate algebraic fractions. Apply to solve equations involving rational expressions.; Perform polynomial division using long and synthetic methods. Verify results through substitution.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_023,Michaelmas,M4B,14-18 Sep 2026,B,4,"P2.1 Algebraic Methods & P2.2 Coordinate Geometry in the (x,y) Plane",5/6,P2.2.4 Use Tangent and Chord Properties + P2.2.5 Circles and Triangles,core,Simplify and manipulate algebraic fractions. Apply to solve equations involving rational expressions.; Perform polynomial division using long and synthetic methods. Verify results through substitution.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_024,Michaelmas,M5A,21-25 Sep 2026,A,4,"P2.1 Algebraic Methods & P2.2 Coordinate Geometry in the (x,y) Plane",★,"Unit Test 4: P2.1 Algebraic Methods P2.2 Coordinate Geometry in the (x,y) Plane",assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Yr 7-13 Interim Report 0 opens Thu 25 Sep.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_025,Michaelmas,M5A,21-25 Sep 2026,A,5,P2.3 Exponentials and Logarithms & P2.4 The Binomial Expansion & P2.5 Sequences and Series,1/6,P2.3.1 Exponential Functions + P2.3.2 Logarithms + P2.3.3 Laws of Logarithms + P2.3.4 Solving Equations Using Logarithms,core,Recognise and sketch exponential functions. Apply exponential growth and decay in context.; Define and interpret logarithmic functions as inverses of exponentials. Evaluate logarithms for given bases.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_026,Michaelmas,M5A,21-25 Sep 2026,A,5,P2.3 Exponentials and Logarithms & P2.4 The Binomial Expansion & P2.5 Sequences and Series,2/6,P2.3.5 Changing the Base of a Logarithm + P2.4.1 Pascal’s Triangle + P2.4.2 Factorial Notation,core,Recognise and sketch exponential functions. Apply exponential growth and decay in context.; Define and interpret logarithmic functions as inverses of exponentials. Evaluate logarithms for given bases.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_027,Michaelmas,M5A,21-25 Sep 2026,A,5,P2.3 Exponentials and Logarithms & P2.4 The Binomial Expansion & P2.5 Sequences and Series,3/6,P2.4.3 The Binomial Expansion + P2.4.4 Solving Binomial Problems + P2.4.5 Binomial Estimation + P2.5.1 Arithmetic Sequences,core,Recognise and sketch exponential functions. Apply exponential growth and decay in context.; Define and interpret logarithmic functions as inverses of exponentials. Evaluate logarithms for given bases.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_028,Michaelmas,M5A,21-25 Sep 2026,A,5,P2.3 Exponentials and Logarithms & P2.4 The Binomial Expansion & P2.5 Sequences and Series,4/6,P2.5.2 Arithmetic Series + P2.5.3 Geometric Sequences + P2.5.4 Geometric Series,core,Recognise and sketch exponential functions. Apply exponential growth and decay in context.; Define and interpret logarithmic functions as inverses of exponentials. Evaluate logarithms for given bases.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_029,Michaelmas,M5A,21-25 Sep 2026,A,5,P2.3 Exponentials and Logarithms & P2.4 The Binomial Expansion & P2.5 Sequences and Series,5/6,P2.5.5 Sum to Infinity + P2.5.6 Sigma Notation + P2.5.7 Recurrence Relations + P2.5.8 Modelling with Series,core,Recognise and sketch exponential functions. Apply exponential growth and decay in context.; Define and interpret logarithmic functions as inverses of exponentials. Evaluate logarithms for given bases.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_030,Michaelmas,M5A,21-25 Sep 2026,A,5,P2.3 Exponentials and Logarithms & P2.4 The Binomial Expansion & P2.5 Sequences and Series,★,Unit Test 5: P2.3 Exponentials and Logarithms P2.4 The Binomial Expansion P2.5 Sequences and Series,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_031,Michaelmas,M6B,28 Sep-2 Oct 2026,B,6,P1.8 Differentiation & P2.7 Differentiation & P1.9 Integration & P2.8 Integration,1/6,P1.8.1 Gradients of Curves + P1.8.2 Finding the Derivative + P1.8.3 Differentiating xⁿ + P1.8.4 Differentiating Quadratics,core,Understand the concept of a gradient of a curve. Determine gradients at specific points using differentiation.; Differentiate basic functions using first principles and standard rules. Apply to find rates of change.,Year 12 progress check. Department SEF and DIP due.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_032,Michaelmas,M6B,28 Sep-2 Oct 2026,B,6,P1.8 Differentiation & P2.7 Differentiation & P1.9 Integration & P2.8 Integration,2/6,"P1.8.5 Differentiating Functions with Two or More Terms + P1.8.6 Gradients, Tangents and Normals + P1.8.7 Second Order Derivatives + P2.7.1 Increasing and Decreasing Functions",core,Understand the concept of a gradient of a curve. Determine gradients at specific points using differentiation.; Differentiate basic functions using first principles and standard rules. Apply to find rates of change.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_033,Michaelmas,M6B,28 Sep-2 Oct 2026,B,6,P1.8 Differentiation & P2.7 Differentiation & P1.9 Integration & P2.8 Integration,3/6,P2.7.2 Stationary Points + P2.7.3 Sketching Gradient Functions + P2.7.4 Modelling with Differentiation + P1.9.1 Integrating xⁿ,core,Understand the concept of a gradient of a curve. Determine gradients at specific points using differentiation.; Differentiate basic functions using first principles and standard rules. Apply to find rates of change.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_034,Michaelmas,M6B,28 Sep-2 Oct 2026,B,6,P1.8 Differentiation & P2.7 Differentiation & P1.9 Integration & P2.8 Integration,4/6,P1.9.2 Indefinite Integrals + P1.9.3 Finding Functions + P2.8.1 Definite Integrals + P2.8.2 Areas Under Curves,core,Understand the concept of a gradient of a curve. Determine gradients at specific points using differentiation.; Differentiate basic functions using first principles and standard rules. Apply to find rates of change.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_035,Michaelmas,M6B,28 Sep-2 Oct 2026,B,6,P1.8 Differentiation & P2.7 Differentiation & P1.9 Integration & P2.8 Integration,5/6,P2.8.3 Areas Under the x-Axis + P2.8.4 Areas Between Curves and Lines + P2.8.5 Areas Between Two Curves + P2.8.6 The Trapezium Rule,core,Understand the concept of a gradient of a curve. Determine gradients at specific points using differentiation.; Differentiate basic functions using first principles and standard rules. Apply to find rates of change.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_036,Michaelmas,M6B,28 Sep-2 Oct 2026,B,6,P1.8 Differentiation & P2.7 Differentiation & P1.9 Integration & P2.8 Integration,★,Unit Test 6: P1.8 Differentiation P2.7 Differentiation P1.9 Integration P2.8 Integration,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_037,Michaelmas,M6B,28 Sep-2 Oct 2026,B,7,P3.1 Algebraic Methods & P3.2 Functions and Graphs,1/6,P3.1.1 Arithmetic Operations with Algebraic Fractions + P3.1.2 Improper Fractions,core,Simplify and manipulate algebraic fractions involving variable denominators. Apply fraction operations to rationalise and simplify expressions.; Convert between improper and mixed algebraic fractions. Simplify complex fractions and verify equivalence through expansion.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_038,Michaelmas,M7A,5-9 Oct 2026,A,7,P3.1 Algebraic Methods & P3.2 Functions and Graphs,2/6,P3.2.1 The Modulus Function + P3.2.2 Functions and Mappings,core,Simplify and manipulate algebraic fractions involving variable denominators. Apply fraction operations to rationalise and simplify expressions.; Convert between improper and mixed algebraic fractions. Simplify complex fractions and verify equivalence through expansion.,IR0 closes Thu 8 Oct. HoD data checks. Year 10 PTC.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_039,Michaelmas,M7A,5-9 Oct 2026,A,7,P3.1 Algebraic Methods & P3.2 Functions and Graphs,3/6,P3.2.3 Composite Functions,core,Simplify and manipulate algebraic fractions involving variable denominators. Apply fraction operations to rationalise and simplify expressions.; Convert between improper and mixed algebraic fractions. Simplify complex fractions and verify equivalence through expansion.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_040,Michaelmas,M7A,5-9 Oct 2026,A,7,P3.1 Algebraic Methods & P3.2 Functions and Graphs,4/6,P3.2.4 Inverse Functions + P3.2.5 y = |f(x)| and y = f(|x|),core,Simplify and manipulate algebraic fractions involving variable denominators. Apply fraction operations to rationalise and simplify expressions.; Convert between improper and mixed algebraic fractions. Simplify complex fractions and verify equivalence through expansion.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_041,Michaelmas,M7A,5-9 Oct 2026,A,7,P3.1 Algebraic Methods & P3.2 Functions and Graphs,5/6,P3.2.6 Combining Transformations + P3.2.7 Solving Modulus Problems,core,Simplify and manipulate algebraic fractions involving variable denominators. Apply fraction operations to rationalise and simplify expressions.; Convert between improper and mixed algebraic fractions. Simplify complex fractions and verify equivalence through expansion.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_042,Michaelmas,M7A,5-9 Oct 2026,A,7,P3.1 Algebraic Methods & P3.2 Functions and Graphs,★,Unit Test 7: P3.1 Algebraic Methods P3.2 Functions and Graphs,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_043,Michaelmas,M7A,5-9 Oct 2026,A,8,P3.3 Trigonometric Functions & P3.4 Trigonometric Addition Formulae,1/6,"P3.3.1 Secant, Cosecant and Cotangent + P3.3.2 Graphs of sec x, cosec x and cot x",core,"Define sec, cosec, and cot as reciprocals of sin, cos, and tan. Use reciprocal relationships to solve trigonometric problems.; Sketch and interpret graphs of reciprocal trigonometric functions. Identify asymptotes, periodicity, and key features of these graphs.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_044,Michaelmas,M7A,5-9 Oct 2026,A,8,P3.3 Trigonometric Functions & P3.4 Trigonometric Addition Formulae,2/6,"P3.3.3 Using sec x, cosec x and cot x + P3.3.4 Trigonometric Identities",core,"Define sec, cosec, and cot as reciprocals of sin, cos, and tan. Use reciprocal relationships to solve trigonometric problems.; Sketch and interpret graphs of reciprocal trigonometric functions. Identify asymptotes, periodicity, and key features of these graphs.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_045,Michaelmas,M8B,12-16 Oct 2026,B,8,P3.3 Trigonometric Functions & P3.4 Trigonometric Addition Formulae,3/6,P3.3.5 Inverse Trigonometric Functions + P3.4.1 Addition Formulae + P3.4.2 Using the Angle Addition Formulae,core,"Define sec, cosec, and cot as reciprocals of sin, cos, and tan. Use reciprocal relationships to solve trigonometric problems.; Sketch and interpret graphs of reciprocal trigonometric functions. Identify asymptotes, periodicity, and key features of these graphs.",13 Oct national holiday. Final teaching week before Michaelmas half-term. Avoid starting a new unit.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_046,Michaelmas,M8B,12-16 Oct 2026,B,8,P3.3 Trigonometric Functions & P3.4 Trigonometric Addition Formulae,4/6,P3.4.3 Double-Angle Formulae + P3.4.4 Solving Trigonometric Equations,core,"Define sec, cosec, and cot as reciprocals of sin, cos, and tan. Use reciprocal relationships to solve trigonometric problems.; Sketch and interpret graphs of reciprocal trigonometric functions. Identify asymptotes, periodicity, and key features of these graphs.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_047,Michaelmas,M8B,12-16 Oct 2026,B,8,P3.3 Trigonometric Functions & P3.4 Trigonometric Addition Formulae,5/6,P3.4.5 Simplifying a cos x ± b sin x + P3.4.6 Proving Trigonometric Identities,core,"Define sec, cosec, and cot as reciprocals of sin, cos, and tan. Use reciprocal relationships to solve trigonometric problems.; Sketch and interpret graphs of reciprocal trigonometric functions. Identify asymptotes, periodicity, and key features of these graphs.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_048,Michaelmas,M8B,12-16 Oct 2026,B,8,P3.3 Trigonometric Functions & P3.4 Trigonometric Addition Formulae,★,Unit Test 8: P3.3 Trigonometric Functions P3.4 Trigonometric Addition Formulae,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_049,Michaelmas,M8B,12-16 Oct 2026,B,0,Cumulative review,5/6,Pre-break consolidation and retrieval practice,cse,Use mixed questions from the previous unit. Do not start the next unit before the break.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_050,Michaelmas,M8B,12-16 Oct 2026,B,0,Cumulative review,6/6,Pre-break consolidation and retrieval practice,cse,Use mixed questions from the previous unit. Do not start the next unit before the break.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_051,Michaelmas,M9A,26-30 Oct 2026,A,9,P3.5 Exponentials and Logarithms & P3.6 Differentiation & P3.7 Integration,1/12,P3.5.1 Exponential Functions,core,"Define and sketch exponential functions showing growth and decay. Interpret parameters in transformations of y = ae^{bx} + c.; Apply transformations of exponential graphs to model data. Identify the effects of parameters a, b, and c on function shape.",Shorter Year 11 mock week. Regular sixth-form teaching continues unless affected by staffing.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_052,Michaelmas,M9A,26-30 Oct 2026,A,9,P3.5 Exponentials and Logarithms & P3.6 Differentiation & P3.7 Integration,2/12,P3.5.2 y = ae^(bx) + c + P3.5.3 Natural Logarithms,core,"Define and sketch exponential functions showing growth and decay. Interpret parameters in transformations of y = ae^{bx} + c.; Apply transformations of exponential graphs to model data. Identify the effects of parameters a, b, and c on function shape.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_053,Michaelmas,M9A,26-30 Oct 2026,A,9,P3.5 Exponentials and Logarithms & P3.6 Differentiation & P3.7 Integration,3/12,P3.5.4 Logarithms and Non-Linear Data,core,"Define and sketch exponential functions showing growth and decay. Interpret parameters in transformations of y = ae^{bx} + c.; Apply transformations of exponential graphs to model data. Identify the effects of parameters a, b, and c on function shape.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_054,Michaelmas,M9A,26-30 Oct 2026,A,9,P3.5 Exponentials and Logarithms & P3.6 Differentiation & P3.7 Integration,4/12,P3.5.5 Exponential Modelling,core,"Define and sketch exponential functions showing growth and decay. Interpret parameters in transformations of y = ae^{bx} + c.; Apply transformations of exponential graphs to model data. Identify the effects of parameters a, b, and c on function shape.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_055,Michaelmas,M9A,26-30 Oct 2026,A,9,P3.5 Exponentials and Logarithms & P3.6 Differentiation & P3.7 Integration,5/12,P3.6.1 Differentiating sin x and cos x + P3.6.2 Differentiating Exponentials and Logarithms,core,"Define and sketch exponential functions showing growth and decay. Interpret parameters in transformations of y = ae^{bx} + c.; Apply transformations of exponential graphs to model data. Identify the effects of parameters a, b, and c on function shape.",
